,Unnamed: 0,리뷰,grade,라벨링,predicted,score
25,25,좋아하는 까페입니다,4.5,8,9,0.3920271396636963
26,26,좋아요,4.5,8,6,0.6236177682876587
27,27,음식 모두 간이 알맞고 맛있었어요.,4.0,7,9,0.9859600067138672
28,28,"지인소개로가본물천한우집을방문했어요~~^^
육회비빔밥 진짜!!!짱짱맛있어요~ㅋㅋ
저희아이들도불고기정말맛있어했구요~^^다먹었다는..ㅋㅋ육회비빔밥여기만큼맛있는곳없는것같아요~~^^물천한우추천드립니다^^",5.0,9,9,0.9937025308609009
29,29,맛있어요,5.0,9,5,0.3829032778739929
30,30,"생선 하나하나애 맛을 잘 살리는 숙성이 된 것 같습니다 여태껏 맛본 스시집 중 최고였습니다
특히 등푸른생선류가 많아서 좋았습니다
재방문의사100% 굿굿",5.0,9,9,0.9886322617530823
31,31,깔끔하고 맛있었어요,4.0,7,6,0.4050571620464325
32,32,맛집!!❣️,5.0,9,9,0.9664661288261414
33,33,"가성비 짱  
국물이 끝내줘요!",4.0,7,9,0.7867807745933533
34,34,깔끔하고 분워기와 음악이 마음을 안정시켜주는 최적의 장소였어요,5.0,9,9,0.9241594076156616
35,35,완전 밥도둑인데요! ㅎㅎ 대낮인데 먹는동안 다들 소주생각났어요 ㅠㅠㅋ,5.0,9,9,0.9938284754753113
36,36,좋아요,4.5,8,6,0.6236177682876587
37,37,"외관도 너무 이쁘고  알리오 올리오도 너무 잘 먹었습니댱 ㅎㅎ
다음에 또 먹으러 갈게요٩(๑❛ᴗ❛๑)۶",5.0,9,9,0.993753969669342
38,38,쫀득쫀득해요 가는길이 역에서 머네요,3.0,5,7,0.3533549904823303
39,39,"아주 큰 갈치구이, 밑반찬 좋아요.",5.0,9,9,0.9680745601654053
40,40,맛있어요,4.5,8,5,0.3829032778739929
41,41,경치도좋고 칼국수도맛있고,4.5,8,6,0.46333059668540955
42,42,꼬막 먹으려고 멀리서 찾아왔는데 맛있네용,5.0,9,9,0.873764157295227
43,43,친절하시고 재료신선해요,5.0,9,9,0.9919922947883606
44,44,얻어걸린 시장속 참 맛집 잡냄새가 전혀없고 매일 순대를 만드신다는 말씀처럼 깊고 깔끔한순대국 인생순대국집을 찾았습니다.,5.0,9,9,0.992683470249176
45,45,맛있어요,5.0,9,5,0.3829032778739929
46,46,커피맛있어요,4.0,7,9,0.5114393830299377
47,47,언제 와도 너무 좋은 일산 카페 포레스트 아웃팅스. 1시간 이용 엄수라고 대문짝만하게 여기저기 붙어있는게 좀 아쉬웠어요.,4.5,8,9,0.7571570873260498
48,48,"비싸고... 그냥 뷰 ,",0.5,0,4,0.377831369638443
49,49,"정말 맛집이에요
속초 올때마다 가는 곳입니다",4.5,8,9,0.987944483757019
50,50,너무맛잇어요,5.0,9,9,0.8175972104072571
51,51,"분위기깡패,맛깡패 다 해버리는  연남동 파스타맛집이에요 !!! 매장도 너무 이뻐서 데이트하기에 딱이고 맛은 말이 필요없잖아요 광광우럭
찐파스타 맛보고싶으면 카멜로연남 오조오억번 가주세요!!!!진짜루 잘먹고 갑니다!!!",5.0,9,9,0.9952223896980286
52,52,맛있는데 조금 비싸요,5.0,9,7,0.43762409687042236
53,53,마늘빵 핵짱맛,5.0,9,9,0.9862784743309021
54,54,좋아요,4.0,7,6,0.6236177682876587
55,55,분위기 굿...친절 왕짱...,5.0,9,9,0.936690628528595
56,56,맛나요💗,5.0,9,9,0.857359766960144
57,57,그냥 그래요 ㅎㅎ,4.0,7,5,0.688025712966919
58,58,"양도 많이 주시고 물회도 시원하고 
상콤해서 맛있습니다",5.0,9,9,0.987991988658905
59,59,뷰는 좋네요,3.0,5,5,0.8035522103309631
60,60,대기 너무 길고 맛은 좋은데 직원이 그리 친절하지않아요 다음엔 안갈거 같아요ㅜ,4.0,7,5,0.615490198135376
61,61,맛있었고 생각보다 양도 많고 좋았어요,4.0,7,9,0.4301297962665558
62,62,양도푸짐하고 맛도진짜..💓 연남동 찐양식맛집으로 추천드립니다!!,5.0,9,9,0.9920388460159302
63,63,굿,4.5,8,6,0.5826714038848877
64,64,맛있고 친절해요,5.0,9,9,0.4879208207130432
65,65,맛있어요!,5.0,9,9,0.5103285312652588
66,66,"안주도 맛있고 인테리어도 이름처럼 정말 힙해요💕 바다 앞이라 파도소리도 잘 들려서 음악과 함께 어우러지니까 넘 좋았습니다👏🏻👏🏻
생맥주도 그냥 생맥주가 아니라 칼스버그 생맥이라 더 쭉쭉 들어갔어요🤣🍻
한 잔만 하려했는데 본의아니게 계속 들이켰네요😋 담에 또 갈게요👍🏻👍🏻",5.0,9,9,0.9913081526756287
67,67,기대가 너무 컸던 당근케잌....ㅎ 생크림 맛이 강하네용.ㅎ,3.0,5,6,0.6264986991882324
68,68,달인 맛집!굿,5.0,9,9,0.646520733833313
69,69,짱 맛이에요 ㅎㅎㅎㅎㅎ👍👍👍,5.0,9,9,0.9932531714439392
70,70,"정말정말 맛있어요!!!!
매일가고싶어요 !!!",5.0,9,9,0.9937406182289124
71,71,"음식 깔끔하고 괜찮아요.
탕수육 맛잇다고 들었는데 다음엔 탕수육도 먹어보려고요.
아이가 국밥 다 먹었답니다",4.0,7,7,0.5887770652770996
72,72,"실내 깔끔하고 위생적이에요 ㅎ
회 구성도 좋았고 매운탕 끝내줍니다!",5.0,9,9,0.9447925686836243
73,73,너무 맛있었어요😍 런치코스 구성도 너무 좋았고 뷰는 말도 필요없이 최고였어요! 덕분에 결혼기념일날 먹는내내 너무 행복했답니당😊,5.0,9,9,0.9928135275840759
74,74,"분위기도 넘 좋고 음식 비쥬얼이👍🏻👍🏻
해물국물파스타 넘 맛있어용!!",5.0,9,9,0.9526605606079102
75,75,감자맛 존맛입니다 근데 감자위에 뿌려진 ? 뭔지 모르겠는데 되게 쌉싸름해요 ㅠ,5.0,9,9,0.8436072468757629
76,76,1.가격에 비해 양이 많은편은 절대 아님. 2.그렇다고 양에 비해 싱싱한 편도 아님. 3.그치만 구성은 좋음. 4. 밥이 쉰것인지 밥에서 생선 비린내가 많이 나서 한 숟갈 먹고 버림 5. 맛있는 것 보다 아쉬움이 많이 남음,2.5,4,3,0.4140262305736542
77,77,푸짐한 해물 덕에 해물탕이 더 맛있었어요~ 다음엔 랍스터해물탕도 먹어보고 싶네요~ 배불러도 화룡정점인 볶음밥도 한숟가락씩 꼭 먹어야죠~ 배 부여잡고 나왔습니다ㅎㅎ,5.0,9,9,0.9196099042892456
78,78,요즘 이것만 먹네요^^ 맛있어요,4.0,7,9,0.8050362467765808
79,79,이쁘기만한 맛은 없는 인스타맛집인줄 알았는데 이쁘기도하고 맛도 있어요,5.0,9,7,0.3257231116294861
80,80,카페시원합니다 ~~,3.0,5,9,0.9260446429252625
81,81,"갈치조림, 해물뚝배기, 전복죽 다 맛있어요. ^^",4.5,8,8,0.3736118674278259
82,82,너무 좋았습니다. 차에 대한 인식을 바꿔준곳. 한코스의 메뉴를 많이 즐겨보고 싶어서 2번이나 방문했네요.,5.0,9,9,0.9887477159500122
83,83,강추,5.0,9,9,0.7751453518867493
84,84,"영빈루 합정점과 홍대점이 있는지 모르고 홍대예약하고 합정점으로 가버렸네요ㅜㅠ말씀드리니 홍대점 사장님과 말씀하셔서 군만두 서비스까지 주시고 너무 감사했습니다ㅎㅎ
마약짬뽕과 해산물짜장면 먹었는데 사실 저는 마약짬뽕보다 해산물 짜장면이 더 맛있었어요ㅎㅎ다음에 또 먹으러 가서 다른메뉴도 먹어봐야겠어요ㅎㅎ 맛있었습니다^^!!",4.0,7,9,0.993597149848938
85,85,우나기동 너무 맛있어요!,5.0,9,9,0.8473747968673706
86,86,경치좋고 커피맛있네요 ㅎㅎ,5.0,9,9,0.5980991125106812
87,87,시킨 음식 다 맛있었고 분위기가 너무 좋아요!! 데코도 너무 예쁩니다!🙂,5.0,9,9,0.9565936326980591
88,88,"생면 파스타 맛있습니다. 파스타 중 하나는 많이 짰는데 그러려니 하고 먹었습니다. 
서빙하는 키 작고 귀여우신 여성 직원, 제가 한번 눈짓만 했는데도 뭐 필요한 거 있냐며 물어주시고, 매우 친절하십니다! 매니저님도 메뉴 추천 해 주시고, 좋습니다. 남성직원 한 분은 무뚝뚝한데 그렇게 불친절한 것 같은 느낌은 아닙니다. 기대를 하지 않으면 좋은 식사였고, 기대를 했다면 꽤 괜찮은 식사였습니다.  ",4.5,8,8,0.37886878848075867
89,89,좋아요,5.0,9,6,0.6236177682876587
90,90,가성비 좋은 맛집!,5.0,9,6,0.31517601013183594
91,91,"0점을 주고싶음 ㅋㅋ^^ 커피 개비싼대 맛도없음 제발 사장님 커피맛좀봐보세용 ㅠ 진짜최악이에여,,,",0.5,0,0,0.7701448798179626
92,92,"맛있어요~!!!! 빵을 바로바로 구워 주셔서 맛있어요~~~ 시간이 좀 걸리지만 바로 구워주시는거라 어쩔 수 없어요ㅎㅎ 음료, 파스타도 맛나게 먹고왔어요~ 장소가 좀 협소함...이 있지만 친절하시고 음식맛 좋네요^^",5.0,9,9,0.903376042842865
93,93,굿,3.5,6,6,0.5826714038848877
94,94,"직원 안내가 불친절했어요. 메뉴판에 한정식 메뉴가 안보여 물어보는데, 말없이 휙 나가더니 돌아와서 퉁명스럽게 한정식 있다고 메뉴판 건네는데..모르고왔냐 뭐 그런느낌!   다른날보다 좀 더 좋은거 먹어볼까했는데,기분이 상
하더라고요. 좋은날이라 참고 먹었는데 비싼가격에 비해 직원교육은 덜된듯. 비추",2.0,3,1,0.5244101285934448
95,95,굿 맛있어요 카톡친구랑 네이버예약까지 했어요,4.0,7,9,0.7796924114227295
96,96,😀,4.5,8,9,0.44929826259613037
97,97,식전빵도 맛있고 피자 파스타 다 너무 맛있어용ㅎㅎ 분위기도 최고👍 자주와야겠어요~,5.0,9,9,0.9849981665611267
98,98,"기대를 많이하고 갔던 곳이고, 실제로 음식도 맛있었지만 주문 후 음식이 나오기까지 시간이 너무 오래걸렸네요..(주문하고 40분 기다렸습니다) 기본찬 세팅도 안해주신 상태로 아무런 안내 없이 35분을 기다리다가 하도 안나와서 직원분을 불
렀더니 메뉴판을 못받았느냐고 물으시더라구요(정신없어서 그러신거겠지만.. ㅠㅠ) 5분정도 후에 나온다고 확인해주시고 그때서야 기본찬 세팅해주셨습니다 음식은 비리지 않고 맛있었어요. 하지만 너무 오랜시간 안내 없이 기다리다가 음식을
 먹다보니 기분이 좀 상한 경험이었네요.. ㅠㅠ 음식이 나오기까지 시간이 더 걸릴 예정이라면 그에 대한 적절한 안내를 해주시거나 하는 식으로 개선되면 좋을듯합니다.",2.0,3,5,0.7879806756973267
99,99,좋아요,5.0,9,6,0.6236177682876587
100,100,분위기 서비스 음식 다 좋습니다 :),3.5,6,9,0.9125306606292725
101,101,브라우니존맛탱,5.0,9,9,0.9700610637664795
102,102,"짜지않고 간도 적당히 딱 맞아서 좋았어요!
제주스러운 깔끔한 인테리어에 바다도 보며 식사할 수 있어서 너무 좋은 시간 가질수 있어서 정말 만족스럽고 적극 추천합니다",5.0,9,9,0.9924049973487854
103,103,맛있어요,5.0,9,5,0.3829032778739929
104,104,맛있고 먹으면 배불러요,5.0,9,8,0.3280876874923706
105,105,"꼬막음식 정말 맛없게하기 힘든 음식 중 한가지인데
강원도,충청도 음식 맛없
다맛없다 하지만 그냥 꼬막에 비빔간장만 어지간히 만들어 비벼도 기본을 하는데 여기 비빔장 해도해도 너무하군 음식나오고 한두숟갈 먹고 밑반찬1도 손안대고 나옴..개토 이상!!",0.5,0,1,0.5669143199920654
106,106,예약한 시간 넘게 좀 오래 기다렸는데 친절하셔서 좋았어용,5.0,9,7,0.6014736294746399
107,107,정식 가성비가 좋습니다. 직원분들도 친절하시고 다만 식사를 마친 후에 새식기를 추가하시는게 좋을거 같네요  먹는내내 좀 불편했어요 ,4.0,7,6,0.6709707975387573
108,108,"곱창 냄새나는데 가면 진짜 못 먹는데
냄새도 안나고 맛있게 먹음요",5.0,9,9,0.5118798017501831
109,109,"오랜만에 수변공원쪽가서 바닷바람도 쐬고 거기에다가 금랑횟집에서 맛있는 자연산회와 여러해산물을 즐기고와서 정말로
기분좋게 식사하고왔습니다:) 음식이 정갈하고 맛있게 잘나와서 집에 가기싫을정도로 너무 맛있게 만족스런 식사자리였습니다. 추천드리고갑니다:)",5.0,9,9,0.9952697157859802
110,110,좋아요,4.0,7,6,0.6236177682876587
111,111,"엄마랑자주오는카페 갤러리카페 밀 할아버지,할머니께서도너무좋아하시는카페 맛이너무좋아서 저도좋아한답니다 모두맛보세요^^♡♡♡",5.0,9,9,0.9960299134254456
112,112,가족끼리 외식하러 갔는데 참 맛있었어요~~!,5.0,9,9,0.9378064274787903
113,113,"역시 부산은 밀면이죵👍🏻
동네에서 먹는거랑 차원이달라요 ㅋㅋㅋㅋ
다음에 방문하면 다른것도 먹어봐야겠어용",5.0,9,9,0.9928586483001709
114,114,고기 퀄리티 짱! 사장님 친절도 짱! 여직원분 정말 짱! 밑판찬 맛 짱! 더 이상 말이 필요 없네요! 강추 또 강추 합니다~~~!!!,5.0,9,9,0.9863063097000122
115,115,굳,3.0,5,5,0.4248216450214386
116,116,ㅋ,4.0,7,5,0.537522554397583
117,117,맛있어요!!!,5.0,9,9,0.6256785988807678
118,118,"2월에  왔다가 맘에들어 다시왔습니다 왠지 인생 불고기집을 찾은것같습니다 ㅎㅎㅎ 담백하고 부드러운 불고기맛은 역시 변함이 없네요  구수한 된장찌개는 은근 중독성있습니다.  불고기 
메니아분들께  강추하고 싶습니다~",5.0,9,9,0.9913182258605957
119,119,예약시간 늦었는데도 바로 자리안내해주시고 손님응대하는 말투나 행동 등 서비스가 상당히 만족스러워요 까르보나라도 다른곳과 달리 더 꾸덕하고 같이 들어있는 버섯이나 베이컨등 다 맛있어요 기로스도 양 많고 좋아요 ,4.5,8,9,0.9858923554420471
120,120,"남자친구 따라 처음 와 본 카페 기노스코:)
헤비화이트가 캡숑짱🥰담에 또 올래요~",5.0,9,9,0.9124749898910522
121,121,친절하시고 빵도 맛있어요,5.0,9,9,0.6821852922439575
122,122,너무 맛있어요!! 최고의 조합!!!,5.0,9,9,0.987203061580658
123,123,"바다뷰 좋고  맛있었어요.
해산물 특히 문어가 맛있었고
우럭튀김 상추에 싸먹는데 막걸리 3병 마셨네요~재방문하고 싶어요.",4.0,7,9,0.9095454216003418
124,124,맛있어요. 주차하기는 힘드네요,4.0,7,6,0.668368399143219
125,125,맛있어용,5.0,9,9,0.6486587524414062
126,126,"맛도 있고, 양도 많네요. ",5.0,9,9,0.9125837087631226
127,127,"흑돼지 고기맛 최강이었습니다
비쥬얼 또한 대한민국 고깃집 최강인듯 ❤",5.0,9,9,0.9860268831253052
128,128,자주 가는 곳이에요. 맛있어요!,5.0,9,9,0.6111996173858643
129,129,ㅇ,2.5,4,5,0.466079443693161
130,130,멋진곳이네요. 다음에. 또 방문할까요 ^^,4.5,8,9,0.9437952637672424
131,131,"비빔막국수가 찐이에요!!!
맛보기 수육도 너무 맛있고ㅠㅠㅠ",5.0,9,9,0.9500973224639893
132,132,"조개찜 좋았어어요
특히 고기는 무한리필인데 정말 맛났어요~",5.0,9,9,0.577500581741333
133,133,뷰맛집 인정👍🏻👍🏻👍🏻,5.0,9,9,0.9831538796424866
134,134,"음료랑 다른것도 맛있는데 특히 버거 앤 칩스 진짜 미쳣어요ㅠㅠㅠ 강추!!
아니 먹다가 수정하는데 음료도 같은가격으로 다른 매장 어디를 가도 이런 퀄리티 찾기힘들거같아요…진짜 대박 ㅠㅠㅠ 숟가락 주시는데 귤이랑 블루베리 다 퍼먹고 얼음 씹어먹고 나왔습니다!! 또 올게용❤️",5.0,9,9,0.9909892678260803
135,135,"저번 방문 이후 너무 생각나서 친구랑 조카들과 함께 와서 포르마지오 피자, 치킨 수블라키, 새우로제 파스타 주문해서 먹었어요~ 식전빵 부터 너무 맛나다며 리필을 요청하는 우리 조카들 ㅋㅋ 멀지만 여기까지 점심 먹으러 온 보람이 있네요^^ 가격! 맛! 어느하나 빠지지 않아요!! ",5.0,9,9,0.9872323274612427
136,136,마늘빵 따뜻할때 먹으면 너무맛나요~~,4.5,8,9,0.47647708654403687
137,137,"따뜻한 우동정식과 냉우동정식, 흑돼지돈까스 진짜 맛있어요  제주도맛집으로 인정합니다 ^^",5.0,9,9,0.989795982837677
138,138,외식하러 왔었는데 가성비도 좋고 물회도 맛있네요!!,5.0,9,9,0.8807646632194519
139,139,정말 맛있어요!,4.5,8,9,0.6332162022590637
140,140,음식 맛 좋아요!! 서버분들도 친절하시고 분위기도 좋고 ㅎㅎ 가격은 좀 세지만 런치세트로 먹으니 만족스러웠어요^^ ,5.0,9,9,0.8568598031997681
141,141,굿 자주갈께용,5.0,9,9,0.9471882581710815
142,142,짱,5.0,9,9,0.6123101711273193
143,143,"롯데마트 장보다가 배고플 때 가서 먹기 좋아요~
그냥 쏘쏘하지만 가성비 좋습니다:)",2.5,4,7,0.735383152961731
144,144,크로플 너무 맛있어요!,5.0,9,9,0.8668890595436096
145,145,빈대떡맛집,4.0,7,9,0.5003410577774048
146,146,"음식, 음료 다 맛있고 분위기도 좋음!",5.0,9,9,0.6759215593338013
147,147,진짜 친절하고 맛있어여,5.0,9,9,0.8921108245849609
148,148,맛있어요,4.0,7,5,0.3829032778739929
149,149,"맛있어요~ 더얼매운맛 했는데도 불닭볶음면 느낌이였어요~! 기본맛도 엄청 매울것같아요..ㅋㅋㅋ 칼국수면을 직접 반죽하시는 것 같아요~ 빈속에 먹으면 약간 속 쓰릴수도 있을것같습니
당!!",4.5,8,9,0.8535276651382446
150,150,😀😀😀😀😀,5.0,9,9,0.9655587077140808
151,151,"얼그레이 케이크 너무 맛있어여
",5.0,9,9,0.5146872997283936
152,152,"즐거운 경험이었어요! 하지만 유제품 잘 못 드시는 분들은 욕심 부리지 마세요😭😭😭 크림티 너무나 맛있었으나, 먹고 배탈났습니다 흑흑",5.0,9,3,0.3926539123058319
153,153,"카페 넓고 의자도 편하고
붐비지 않아서 잘 먹고 쉬다나왔어요
4시 이후 베이커리 할인도 해줘요",5.0,9,7,0.6269949674606323
154,154,맛있었어요,3.5,6,5,0.3724093735218048
155,155,처음방문했는데 분위기도좋고 음식도 맛있어서 기분좋은식사하고갑니다.,5.0,9,9,0.9890574812889099
156,156,"고사리육개장 너무 맛있게 잘 먹었어요
푸짐해서 딱 좋습니당",5.0,9,9,0.9887258410453796
157,157,진짜맛있어요ㅠㅠ밑반찬으로 게장나오는거면 말뭐해아닌가요...반찬다깔끔하고 전복도크고 제주오면또재방문할꺼예요!!!!!,5.0,9,6,0.5201463103294373
158,158,"깔끔하고 시원한, 간이 잘 된, 재료 아끼지 않고 제대로 담아낸 밀면. 양도 넉넉하고 먹는동안 면도 안퍼진다. 두그릇 먹고싶었지만 최근 살이 쪄서 참음. 님 밀면 최대 몇그릇? 여기껀 두개는 뚝딱.",5.0,9,6,0.6007457971572876
159,159,굿,5.0,9,6,0.5826714038848877
160,160,"고기 퀄리티는 나쁘지않았지만 식당의 기본인 서비스가 정말 심각합니다. 특히나 여자 알바생인지 직원분인지 들어가자마자 인사도, 자리안내도없이 멀뚱멀뚱… 표정은 어둡고 잔, 그릇 내려놓을때마다 깨지는줄알았어요. 추가
반찬이나 식사도 본인이 서비스하기 편한 가장자리에 그냥 툭 던져놓고 그릇 안쪽으로 옮기는건 손님 일이더라고요.  식사하는 내내 손님들이 눈치보게끔 말한마디없이 계시다가 식사시간 5분남았다는 한마디하시며 아이스크림
을 거의 던지고 가시더라고요.  방문전에 불친절하다, 위생적으로 관리 안되어보인다 라는 평들보고 반신반의했는데 방문해보니 알겠더군요.  차라리 돈 조금 더 받으시고 직원분들 서비스 교육에 쫌 더 신경써주시는게 좋...",0.5,0,0,0.5906028151512146
161,161,괜찮아요,4.0,7,7,0.5462023615837097
162,162,맛있어요,5.0,9,5,0.3829032778739929
163,163,좋아요,4.0,7,6,0.6236177682876587
164,164,맛있어요,5.0,9,5,0.3829032778739929
165,165,"직원 분들도 착하고 면도 제가 좋아하는 익힘정도고 
전복도 많이 들어가있어서 맛있었어요",5.0,9,9,0.9871724247932434
166,166,좋아요,4.0,7,6,0.6236177682876587
167,167,"맛있지만 정신없음은 감수해야함.
쎈 숯불로 구워줘서 고기맛은 최고!! ",4.0,7,8,0.47181206941604614
168,168,"속초 먹방여행중
고로케 맛있어요",5.0,9,9,0.9311175346374512
169,169,맛있어요,4.0,7,5,0.3829032778739929
170,170,매장 깨끗하고 맛도 좋아요,4.0,7,9,0.5082659721374512
171,171,파전도 맛있고 칼국수도 밌있어요,4.5,8,7,0.6389690041542053
172,172,빵맛집이에요!!!!!,5.0,9,9,0.941604733467102
173,173,두명이서 롤하나 우동하나 먹으면 딱 좋음,4.0,7,9,0.8653388619422913
174,174,굿,5.0,9,6,0.5826714038848877
175,175,마나요,4.0,7,9,0.43982258439064026
176,176,"대존맛
오픈주방 깨끗하고 사장님 직원분들 친절하세요
",5.0,9,9,0.9667319655418396
177,177,"깔끔하게 나오긴하는데
양이 너무 적어요",3.5,6,5,0.7882760763168335
178,178,굳,5.0,9,5,0.4248216450214386
179,179,능뷰가 다했다! 시원한 능뷰 야외자리 진짜 너무 좋네요.,5.0,9,9,0.9212272763252258
180,180,분위기 좋고 커피들도 중간이상은 하는 곳,4.0,7,9,0.8763699531555176
181,181,"제주에서 처음 먹어보는 말고기인데 맛있더라구요~ 입맛에 아주 딱 맞아요! 코스요리로 먹으면 사시미, 구이 등 알차게 먹기 좋더라구요~",5.0,9,9,0.9759241938591003
182,182,"명란이 익숙하지않은 제 입맛에 잘 맞았어요~
짜지 않고 건강한 맛이네요^^ 
",4.5,8,6,0.34768471121788025
183,183,잘먹었어요~,4.5,8,9,0.3128345012664795
184,184,제주 갈때마다 들리는 테라로사🤍 안가면 섭섭할정도에요ㅠㅠ 빵도 맛있고 분위기도 너무 좋고.. 테라로사는 사랑입니다..❤️,5.0,9,9,0.9953702092170715
185,185,진행자 분이 너무 재치있고 재미있었습니다 ~~ 하나하나 신경써주시는 것도 너무 좋았어요 ,4.5,8,9,0.9878172278404236
186,186,"별기대안하고 왔는데 인생해장국집이 되었다. 둘이가시면 고사리해장국 1 내장탕 1 드시길..
사장님감사합니디.",5.0,9,9,0.9945578575134277
187,187,"숙소가 주변이라 우연히 발견해 방문했습니다. 매장이 넓고 인테리어도 독특해 인상적이었습니다. 아쉽게도 커피는 그렇게 특별한 맛인지 잘 모르겠지만, 강릉까지 가지 않고 그 유명한 테라로사 커피를 한번 마셔본 것으로 만족합니다. 바로 옆
에 쇠소깍과 협재 수우동 분점도 있으니 오신김에 다 둘러보시면 좋을 듯합니다.",4.5,8,6,0.43900245428085327
188,188,좋아용ㅎㅎ,5.0,9,9,0.8817326426506042
189,189,"베이글이 너무 맛있어요^^
베이글 샌드위치도 굿~~~~",5.0,9,9,0.8705268502235413
190,190,맛있어요 뼈등심도 맛나는데 교차숙성 꼭드셔보세요 앞다리의 신세계를 맛볼 수 있습니다,5.0,9,9,0.9646015167236328
191,191,맛있었어요,5.0,9,5,0.3724093735218048
192,192,친절해요,4.0,7,6,0.7354311943054199
193,193,시원한물회에 뜨끈한 라면국물까지 제대로즐기고왔습니다!,5.0,9,9,0.9885616302490234
194,194,맛나,3.0,5,5,0.45009371638298035
195,195,다 좋은데 다른데에비해 좀 비싼듯 ㅠ,4.0,7,6,0.5618247985839844
196,196,맛있었어요~~  7시에 가니 손님들이 많이 빠져 빠에야나 상그리아도 주문이 어려웠지만 전반적으로 타파스가 넘 맛있고 서비스도 좋았습니다,5.0,9,7,0.3973656892776489
197,197,맛집강추입니다,5.0,9,9,0.9643500447273254
198,198,음식은 맛있고 친절 했는데 분위기가  너무 어수선해요. 가격이 있는만큼 매장분위기도 따라줬으면 하네요,4.0,7,6,0.835910975933075
199,199,너무맛나요,5.0,9,9,0.5166216492652893
200,200,곱창전골 맛있고 냄새도 안나요 그리고 직원분들 너무친절해요!,5.0,9,9,0.9605076313018799
201,201,구수한 고사리 해장국 👍,5.0,9,9,0.9814462065696716
202,202,좋았어욪ㅎㅎ  다만 티코스로 꽤 양이 많기에...공복에 가시는걸 추천드립니다,5.0,9,7,0.675581157207489
203,203,"진짜 맛있어요;;
여태 왜 이맛을 모르고 살았나 싶네",5.0,9,9,0.9473580121994019
204,204,기다린시간만큼 맛있는 국수였습니다,5.0,9,9,0.9262546896934509
205,205,좋아요~~,5.0,9,6,0.5165445804595947
206,206,"전복죽 전복설렁탕 물회 다 맛있어요 
부모님 모시고 갔는데 너무 만족하셨습니다~",5.0,9,9,0.9788520932197571
